NUMERO;RECEITA;DATA;HISTORICO;CONTA BANCARIA;FORNECEDOR;VALOR
379;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;29/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO MES DE JUNHO/2021 REF AOS COD.FOLHA:33,34,35,36;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;108.221,72
378;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;29/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES DA PREVIDENCIARIAS PARTE-SEGURADO DOS SERVIDORES DO FUNDO DE ASSISTENCIA FOLHAS 5 E 28, REFERENTE AO 13º SALARIO DE 2021;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;10.138,82
377;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;29/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO 13º SALARIO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;18.128,65
376;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;28/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO MES DE OUTUBRO/2021 REF AOS COD.FOLHA:33,34,35,36;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;49.656,24
375;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;28/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE SETEMBRO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;10.577,91
374;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;28/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE OUTUBRO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9.831,09
373;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;28/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DO MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,26,17,46,41,47,48, REFERENTE AO 13º SALARIO 2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;78.817,73
372;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE AGOSTO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;10.233,20
371;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE JULHO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9.409,63
370;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO MES DE ABRIL/2021 REF AOS COD.FOLHA:33,34,35,36;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;9.495,72
369;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO MES DE MAIO/2021 REF AOS COD.FOLHA:33,34,35,36;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;9.578,30
368;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES DA PREVIDENCIARIAS PARTE-SEGURADO DOS SERVIDORES DO FUNDO DE ASSISTENCIA FOLHAS 5 E 28, REFERENTE AO MES DE OUTUBRO/2021.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;7.815,99
367;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;27/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DO MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,26,17,46,41,47,48, REFERENTE AO MÊS OUTUBRO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;69.251,71
366;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;22/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;808,29
365;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;21/12/2021;PROVENIENTE A PARTE DO SERVIDOR DAS FOLHAS DO PODER LEGISLATIVO,REFERENTE AO DECIMO TERCEIRO SALARIO/2021;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;3.582,88
364;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;21/12/2021;PROVENIENTE A PARTE PATRONAL E CUSTO SUPLEMENTAR DAS FOLHAS DO PODER LEGISLATIVO REFERENTE AO DECIMO TERCEIRO /2021;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;8.092,19
363;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;21/12/2021;PROVENIENTE A PARTE DO SERVIDOR DAS FOLHAS DO PODER LEGISLATIVO,REFERENTE AO MES DE DEZEMBRO/2021;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;3.925,04
362;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;21/12/2021;PROVENIENTE A PARTE PATRONAL E CUSTO SUPLEMENTAR DAS FOLHAS DO PODER LEGISLATIVO REFERENTE AO MES DE DEZEMBRO/2021;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;8.864,98
361;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;20/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE JUNHO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9.384,15
360;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;20/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE MAIO DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9.154,06
352;12.1.8.0.12.1.1 - CPSSS do Servidor Civil Inativo - Principal;10/12/2021;Recolhimento da Receita acima, retida na fonte, conforme Pagto de Nota de Empenho nº 211.;2507;2 - INATIVOS;1.969,62
351;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DA SAÚDE, REFERENTE AO MÊS DE OUTUBRO/2021.;2507;FUNDO MUNICIPAL DE SAÚDE DE CAJAZEIRAS;1.374,76
350;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DA SAÚDE, REFERENTE AO MÊS DE AGOSTO/2021.;2507;FUNDO MUNICIPAL DE SAÚDE DE CAJAZEIRAS;52.127,63
349;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DA SAÚDE, REFERENTE AO MÊS DE SETEMBRO/2021.;2507;FUNDO MUNICIPAL DE SAÚDE DE CAJAZEIRAS;146.497,61
348;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS, REFERENTE AO MES DE NOVEMBRO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;4.352,78
347;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS, REFERENTE AO MES DE OUTUBRO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;4.352,78
346;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS, REFERENTE AO MES DE SETEMBRO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;4.683,44
345;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS, REFERENTE AO MES DE AGOSTO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;4.530,82
344;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS, REFERENTE AO DECIMO TERCEIRO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;8.026,61
343;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;14/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL, REFERENTE AO MES DE ABRIL DE 2021.;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;8.750,59
339;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE SEGURADOS DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MES DE NOVEMBRO DE 2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;103.611,02
338;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 42, REFERENTE AO MES DE OUTUBRO DE 2021;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;100.000,00
337;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 42, REFERENTE AO MES DE NOVEMBRO DE 2021;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;147.651,84
336;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MES DE OUTUBRO DE 2021;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;233.688,66
335;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO 13ºSALARIO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;258.083,57
334;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;10/12/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 44,REFERENTE AO MES DE NOVEMBRO DE 2021 CONF.GUIA DE RECEITA EM ANEXA.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;17.000,00
333;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS SEGURADO DOS SERVIDORES DA SAÚDE, REFERENTE AO MÊS DE AGOSTO/2021.;2507;FUNDO MUNICIPAL DE SAÚDE DE CAJAZEIRAS;70.000,00
332;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MÊS DE SETEMBRO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;133.140,79
331;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 557/2020, PARCELA 1/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;11.765,18
330;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 6/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;14.220,31
329;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 3/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;14.197,92
328;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 2/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;14.187,32
327;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 4/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;14.206,47
326;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 5/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;14.213,54
325;72.1.8.0.41.1.1 - CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES DA PREFEITURA, REFERENTE AO ACORDO 278/2019, PARCELA 1/60.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;13.999,09
324;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 42, REFERENTE AO 13º SALARIO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;71.611,55
323;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 44, REFERENTE AO MÊS DE SETEMBRO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;209.052,46
322;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 44, REFERENTE AO MÊS DE OUTUBRO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;209.480,21
321;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MÊS DE JULHO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;21.429,09
320;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 42, REFERENTE AO MÊS DE AGOSTO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;13.676,20
319;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 42, REFERENTE AO MÊS DE SETEMBRO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;13.545,90
318;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MÊS DE AGOSTO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;21.439,73
317;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 43, REFERENTE AO MÊS DE JUNHO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;21.168,17
316;72.1.8.0.31.1.1 - CPSSS Patronal - Servidor Civil Ativo - Intra-Orçamentária - Principal;30/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES DO FUNDEB FOLHA CÓDIGO 44, REFERENTE AO MÊS DE AGOSTO/2021.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;99.052,46
315;12.1.8.0.11.1.1 - CPSSS do Servidor Civil Ativo - Principal;29/11/2021;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES DA PREVIDENCIARIAS PARTE-SEGURADO DOS SERVIDORES DO FUNDO DE ASSISTENCIA FOLHAS 5 E 28, REFERENTE AO MES DE SETEMBRO/2021.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;7.658,40
