NUMERO;RECEITA;DATA;HISTORICO;CONTA BANCARIA;FORNECEDOR;VALOR
396;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;17/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;21.646,78
395;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;15/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;14.508,69
394;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;14/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;16.766,28
393;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;13/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;11.202,99
392;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;10/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;120
391;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;10/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;19.436,97
390;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;08/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;110
389;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;08/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;7.234,01
388;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;07/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;173,6
387;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;07/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.324,71
386;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;06/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;24
385;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;06/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.892,38
384;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;03/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;40
383;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;03/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;11.924,47
382;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;02/12/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;293,2
381;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;02/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;10.987,70
380;19.9.0.9.91.1.1 - Outras Receitas - Primárias - Principal;01/12/2021;CORRESPONDENTE A RECEITA  DERIVADA DA CONCESSÃO DE EXPLORAÇÃO DA ZONA AZUL, COMPETENCIA NOVEMBRO/2021.;000000011183X;R2 MOBBI SISTEMAS E MOBILIDADE URBANA EIRELI;2.152,56
379;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;01/12/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;5.293,11
378;13.2.1.0.01.1.1 - Remuneração de Depósitos Bancários - Principal;30/11/2021;CORRESPONDENTE AOS RENDIMENTOS AUFERIDOS NO MES DE NOVEMBRO/2021;000000011183X;BANCO DO BRASIL S/A;59,24
377;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;30/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;263,2
376;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;30/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.048,65
375;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;29/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.945,66
374;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;26/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;50
373;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;26/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;4.796,63
372;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;25/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;500,4
371;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;25/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.806,30
370;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;24/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;267,2
369;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;24/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.290,15
368;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;23/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO - RENAINF;000000011183X;BANCO DO BRASIL S/A;9.136,96
367;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;23/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
366;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;23/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;4.273,88
365;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;22/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;7.578,47
364;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;19/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;473,6
363;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;19/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.528,88
362;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;18/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;183,2
361;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;18/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;4.593,17
360;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;17/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;80
359;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;17/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.298,18
358;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;16/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;207,2
357;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;16/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;2.415,67
356;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;16/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO - RENAINF;000000011183X;BANCO DO BRASIL S/A;25.724,01
355;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;12/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;154
354;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;12/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;1.000,47
353;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;11/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;2.565,65
352;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;10/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;53
351;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;10/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;1.177,85
350;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;09/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;1.042,99
349;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;08/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
348;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;08/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;2.065,74
347;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;05/11/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;320
346;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;05/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;5.159,00
345;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;03/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;16.444,61
344;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;01/11/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;11.064,54
343;13.2.1.0.01.1.1 - Remuneração de Depósitos Bancários - Principal;29/10/2021;CORRESPONDENTE AOS RENDIMENTOS AUFERIDOS NO MES DE OUTUBRO/2021;000000011183X;BANCO DO BRASIL S/A;40,35
342;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;29/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;463,6
341;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;29/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;7.629,45
340;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;28/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;392,6
339;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;28/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.474,01
338;19.9.0.9.91.1.1 - Outras Receitas - Primárias - Principal;27/10/2021;CORRESPONDENTE A RECEITA  DERIVADA DA CONCESSÃO DE EXPLORAÇÃO DA ZONA AZUL, COMPETENCIA OUTUBRO/2021.;000000011183X;R2 MOBBI SISTEMAS E MOBILIDADE URBANA EIRELI;2.430,80
337;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;27/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;7.543,66
336;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;26/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;7.825,00
335;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;25/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
334;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;25/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.661,81
333;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;20/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.382,16
332;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;22/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO - RENAINF;000000011183X;BANCO DO BRASIL S/A;12.402,85
331;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;22/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;228,1
330;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;22/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.375,23
329;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;21/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.456,40
328;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;19/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;99,6
327;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;19/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;5.779,27
326;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;18/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
325;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;18/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.273,05
324;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;15/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;99,6
323;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;15/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;3.697,55
322;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;14/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
321;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;14/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;5.281,97
320;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;13/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;4.414,58
319;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;11/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.638,50
318;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;08/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
317;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;08/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.740,74
316;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;07/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.163,38
315;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;06/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;183,2
314;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;06/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;4.741,28
313;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;05/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;168,1
312;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;05/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;20.625,94
311;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;04/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.527,43
310;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;01/10/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;499,6
309;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;01/10/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;9.915,08
308;13.2.1.0.01.1.1 - Remuneração de Depósitos Bancários - Principal;30/09/2021;CORRESPONDENTE AOS RENDIMENTOS AUFERIDOS NO MES DE SETEMBRO/2021;000000011183X;BANCO DO BRASIL S/A;41,07
307;19.9.0.9.91.1.1 - Outras Receitas - Primárias - Principal;30/09/2021;CORRESPONDENTE A RECEITA  DERIVADA DA CONCESSÃO DE EXPLORAÇÃO DA ZONA AZUL, COMPETENCIA AGOSTO/2021.;000000011183X;R2 MOBBI SISTEMAS E MOBILIDADE URBANA EIRELI;2.452,72
306;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;30/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;163,6
305;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;30/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.542,76
304;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;29/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;96,6
303;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;29/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.919,49
302;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;28/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;679,6
301;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;28/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.260,25
300;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;27/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;6.857,30
299;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;24/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;236,2
298;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;24/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;8.976,43
297;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;23/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;80
296;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;23/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;5.393,87
295;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;22/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;448,2
294;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;22/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;2.157,66
293;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;21/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO - RENAINF;000000011183X;BANCO DO BRASIL S/A;12.315,13
292;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;21/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;417,2
291;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;21/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;1.442,13
290;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;20/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;83,6
289;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;20/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;176,56
288;11.2.1.0.11.1.1 - Taxas de Inspeção, Controle e Fiscalização - Principal;17/09/2021;CORRESPONDENTE A RECEITA COM CADASTROS E AUTORIZAÇÃO DE TRANSPORTES.;000000011183X;BANCO DO BRASIL S/A;597,5
287;19.1.0.0.11.1.1 - Multas Previstas em Legislação Específica - Principal;17/09/2021;CORRESPONDENTE A RECEITA COM MULTAS DE TRANSITO.;000000011183X;BANCO DO BRASIL S/A;1.356,87
