NUMERO;RECEITA;DATA;HISTORICO;CONTA BANCARIA;FORNECEDOR;VALOR
7153;12.2.1.9.91.1.1 - Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;26/12/2022;Ref. a Outras Contribuições Econômicas - EMPREENDER (contribuintes diversos), relativo AO EMPENHO 1502/2022, conforme extrato bancário, em 06/12/2022.;733;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;243
7152;12.2.1.9.91.1.1 - Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;21/12/2022;Ref. a Outras Contribuições Econômicas - EMPREENDER (contribuintes diversos), relativo AOS EMPENHOS 925 E 1571/2022, conforme extrato bancário, em 21/12/2022.;733;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;124
7151;12.2.1.9.91.1.1 - Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;09/12/2022;Ref. a Outras Contribuições Econômicas - EMPREENDER (contribuintes diversos), relativo AO EMPENHO 1208/2022, conforme extrato bancário, em 09/12/2022.;733;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;776,76
7149;11.1.3.0.31.1.1 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;29/12/2022;Ref. a receita de  Imposto Sobre A Renda - Retido Na Fonte - Trabalho - Diversos Folha, relativo parte do mês de julho/2022, conforme extrato bancário, 29/12/2022.;710340;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;100.000,00
7148;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario (Diversos Contribuintes).;710250;CAIXA ECONOMICA FEDERAL;14.311,29
7147;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario, EM 29/12/2022.;710250;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRINHAS;11.265,36
7146;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario (Diversos Contribuintes).;710250;CAIXA ECONOMICA FEDERAL;2.862,26
7145;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario (Diversos Contribuintes).;710250;CAIXA ECONOMICA FEDERAL;4.348,08
7144;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario (Diversos Contribuintes).;710250;CAIXA ECONOMICA FEDERAL;3.532,24
7143;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;Ref. a receita de Imposto Sobre Serviços De Qualquer Natureza - Issqn - Principal - Principal, conforme extrato bancario (Diversos Contribuintes).;710250;CAIXA ECONOMICA FEDERAL;182,52
7142;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;541,17
7141;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;1.750,05
7140;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;1.750,05
7139;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;541,17
7138;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;1.750,05
7137;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;980,47
7136;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;980,47
7135;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;7.677,09
7134;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal - contribuintes diversos.;1357;CAIXA ECONOMICA FEDERAL;163,48
7133;11.1.2.5.00.1.1 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;30/12/2022;Ref. a Imposto sobre a Propriedade Predial e Territorial Urbana - Principal.;419257;BANCO DO BRASIL S.A;49.306,01
7132;11.1.2.5.00.1.1 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;29/12/2022;Ref. a Imposto sobre a Propriedade Predial e Territorial Urbana - Principal.;419257;BANCO DO BRASIL S.A;7.918,80
7131;11.1.2.5.00.1.1 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;28/12/2022;Ref. a Imposto sobre a Propriedade Predial e Territorial Urbana - Principal.;419257;BANCO DO BRASIL S.A;13.161,09
7130;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;1.237,48
7129;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;210,89
7128;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;1.237,43
7127;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;1.484,95
7126;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;161,2
7125;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;4,69
7124;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;49,35
7123;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;35,24
7122;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;682,51
7121;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;1.743,31
7120;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;58,4
7119;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;0,63
7118;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;15,83
7117;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;161,2
7116;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;11,23
7115;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;9,37
7114;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;87,58
7113;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;242,33
7112;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;816,09
7111;11.1.4.5.11.1.1 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;Ref. a receita de Imposto sobre Serviços de Qualquer Natureza - Principal, conforme extrato bancario (Diversos Contribuintes)..;50865;BANCO DO BRASIL S.A;2.015,45
