CODIGO;RECEITA;DATA;FORNECEDOR;VALOR;TIPO
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;24/12/2021;Prefeitura Municipal de Cajazeiras;268.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;24/12/2021;Prefeitura Municipal de Cajazeiras;328.11;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";24/12/2021;Prefeitura Municipal de Cajazeiras;4349.55;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;24/12/2021;Prefeitura Municipal de Cajazeiras;22133.28;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;23/12/2021;Prefeitura Municipal de Cajazeiras;271.25;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";23/12/2021;Prefeitura Municipal de Cajazeiras;3000.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;23/12/2021;Prefeitura Municipal de Cajazeiras;31011.87;1
112201111 ; Taxas pela Prestação de Serviços - Principal;22/12/2021;Prefeitura Municipal de Cajazeiras;64.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;22/12/2021;Prefeitura Municipal de Cajazeiras;80;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";22/12/2021;Prefeitura Municipal de Cajazeiras;3740.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;22/12/2021;Prefeitura Municipal de Cajazeiras;12413.05;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;21/12/2021;Prefeitura Municipal de Cajazeiras;80;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;21/12/2021;Prefeitura Municipal de Cajazeiras;255.33;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;21/12/2021;Prefeitura Municipal de Cajazeiras;1021.32;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";21/12/2021;Prefeitura Municipal de Cajazeiras;2130.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;21/12/2021;Prefeitura Municipal de Cajazeiras;20631.82;1
112201111 ; Taxas pela Prestação de Serviços - Principal;20/12/2021;Prefeitura Municipal de Cajazeiras;129;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;20/12/2021;Prefeitura Municipal de Cajazeiras;84.5;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;20/12/2021;Prefeitura Municipal de Cajazeiras;689.01;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;20/12/2021;Prefeitura Municipal de Cajazeiras;2798.71;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";20/12/2021;Prefeitura Municipal de Cajazeiras;5700.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;20/12/2021;Prefeitura Municipal de Cajazeiras;23671.75;1
112201111 ; Taxas pela Prestação de Serviços - Principal;17/12/2021;Prefeitura Municipal de Cajazeiras;150;1
112201111 ; Taxas pela Prestação de Serviços - Principal;17/12/2021;Prefeitura Municipal de Cajazeiras;249.3;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;17/12/2021;Prefeitura Municipal de Cajazeiras;1039.88;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;17/12/2021;Prefeitura Municipal de Cajazeiras;231.51;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";17/12/2021;Prefeitura Municipal de Cajazeiras;1980.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;17/12/2021;Prefeitura Municipal de Cajazeiras;21816.19;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;16/12/2021;Prefeitura Municipal de Cajazeiras;162.75;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;16/12/2021;Prefeitura Municipal de Cajazeiras;892.53;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";16/12/2021;Prefeitura Municipal de Cajazeiras;10301.40;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;16/12/2021;Prefeitura Municipal de Cajazeiras;27659.96;1
112201111 ; Taxas pela Prestação de Serviços - Principal;15/12/2021;Prefeitura Municipal de Cajazeiras;300;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;15/12/2021;Prefeitura Municipal de Cajazeiras;276.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;15/12/2021;Prefeitura Municipal de Cajazeiras;120.52;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";15/12/2021;Prefeitura Municipal de Cajazeiras;5025.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;15/12/2021;Prefeitura Municipal de Cajazeiras;31444.99;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;14/12/2021;Prefeitura Municipal de Cajazeiras;84.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;14/12/2021;Prefeitura Municipal de Cajazeiras;310.51;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";14/12/2021;Prefeitura Municipal de Cajazeiras;9120.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;14/12/2021;Prefeitura Municipal de Cajazeiras;19912.42;1
112201111 ; Taxas pela Prestação de Serviços - Principal;13/12/2021;Prefeitura Municipal de Cajazeiras;149;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;13/12/2021;Prefeitura Municipal de Cajazeiras;736.96;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;13/12/2021;Prefeitura Municipal de Cajazeiras;1238.87;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";13/12/2021;Prefeitura Municipal de Cajazeiras;5562.51;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;13/12/2021;Prefeitura Municipal de Cajazeiras;14285.76;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;10/12/2021;Prefeitura Municipal de Cajazeiras;147.23;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;10/12/2021;Prefeitura Municipal de Cajazeiras;636.4;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";10/12/2021;Prefeitura Municipal de Cajazeiras;4580.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;10/12/2021;Prefeitura Municipal de Cajazeiras;16524.72;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;09/12/2021;Prefeitura Municipal de Cajazeiras;1532.87;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";09/12/2021;Prefeitura Municipal de Cajazeiras;3780.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;09/12/2021;Prefeitura Municipal de Cajazeiras;17980.77;1
112201111 ; Taxas pela Prestação de Serviços - Principal;08/12/2021;Prefeitura Municipal de Cajazeiras;60;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;08/12/2021;Prefeitura Municipal de Cajazeiras;1256.40;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;08/12/2021;Prefeitura Municipal de Cajazeiras;242.79;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;08/12/2021;Prefeitura Municipal de Cajazeiras;462;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";08/12/2021;Prefeitura Municipal de Cajazeiras;5700.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;08/12/2021;Prefeitura Municipal de Cajazeiras;20385.54;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;07/12/2021;Prefeitura Municipal de Cajazeiras;544.85;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";07/12/2021;Prefeitura Municipal de Cajazeiras;1485.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;07/12/2021;Prefeitura Municipal de Cajazeiras;10725.81;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;06/12/2021;Prefeitura Municipal de Cajazeiras;84.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;06/12/2021;Prefeitura Municipal de Cajazeiras;119.81;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";06/12/2021;Prefeitura Municipal de Cajazeiras;2460.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;06/12/2021;Prefeitura Municipal de Cajazeiras;9673.20;1
112201111 ; Taxas pela Prestação de Serviços - Principal;03/12/2021;Prefeitura Municipal de Cajazeiras;240;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;03/12/2021;Prefeitura Municipal de Cajazeiras;124.5;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;03/12/2021;Prefeitura Municipal de Cajazeiras;860;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;03/12/2021;Prefeitura Municipal de Cajazeiras;14099.55;1
112201111 ; Taxas pela Prestação de Serviços - Principal;02/12/2021;Prefeitura Municipal de Cajazeiras;180;1
112101111 ; Taxas de Inspeção, Controle e Fiscalização - Principal;02/12/2021;Prefeitura Municipal de Cajazeiras;84;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;02/12/2021;Prefeitura Municipal de Cajazeiras;300.33;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";02/12/2021;Prefeitura Municipal de Cajazeiras;7932.36;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;02/12/2021;Prefeitura Municipal de Cajazeiras;21108.44;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;01/12/2021;Prefeitura Municipal de Cajazeiras;1060.00;1
111801411 ;" Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";01/12/2021;Prefeitura Municipal de Cajazeiras;7446.00;1
111801111 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;01/12/2021;Prefeitura Municipal de Cajazeiras;11148.68;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;2478.86;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;5106.46;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;703.5;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;1090.70;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;4957.72;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;129.38;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;31/12/2021;BANCO DO BRASIL SA;16187.59;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;9090.02;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;13/12/2021;BANCO DO BRASIL SA;9090.02;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;194.7;1
192299111 ; Outras Restituições - Principal;30/12/2021;CAMARA MUNICIPAL DE CAJAZEIRAS;0.99;1
192299111 ; Outras Restituições - Principal;30/12/2021;CAMARA MUNICIPAL DE CAJAZEIRAS;6.09;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;30/12/2021;CAIXA ECONOMICA FEDERAL;25484.02;1
111303111 ; Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;30/12/2021;BANCO DO BRASIL S.A;11491.16;1
112201111 ; Taxas pela Prestação de Serviços - Principal;30/12/2021;CAIXA ECONOMICA FEDERAL;137.21;1
192299111 ; Outras Restituições - Principal;27/12/2021;CAMARA MUNICIPAL DE CAJAZEIRAS;80000.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;3500.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;13/12/2021;BANCO DO BRASIL S.A;4800.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;15/12/2021;BANCO DO BRASIL S.A;3600.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;15200.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;52500.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;2000.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;14/12/2021;BANCO DO BRASIL S.A;4700.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;5100.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;13200.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;9400.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;13/12/2021;BANCO DO BRASIL S.A;10100.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;33600.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;4700.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;10600.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;30/12/2021;BANCO DO BRASIL S.A;3700.00;1
221300111 ; Alienação de Bens Móveis e Semoventes - Principal;29/12/2021;BANCO DO BRASIL S.A;13000.00;1
171812111 ; Transferências de Recursos do Fundo Nacional de Assistência Social ? FNAS - Principal;16/12/2021;BANCO DO BRASIL SA;21128.42;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;56.61;1
199099111 ; Outras Receitas - Primárias - Principal;20/12/2021;BANCO DO BRASIL SA;5500.00;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;152.25;1
111802311 ; Imposto sobre Serviços de Qualquer Natureza - Principal;09/12/2021;BANCO DO BRASIL S.A;675.39;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;54.22;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;3.03;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;7.68;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;179.61;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;37.64;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;0.05;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;229.8;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;7889.10;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;11.06;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.44;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;487.69;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.49;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;59.44;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.23;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;318.95;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;23.93;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.98;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;47.49;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;271.9;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;674.86;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;241.46;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;342.62;1
171805911 ; Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação ? FNDE - Principal;31/12/2021;BANCO DO BRASIL SA;0.01;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.95;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;686.17;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.33;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;114.47;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.19;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;835.43;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;12.83;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;62.52;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;4186.05;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;70.64;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;88.93;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;2.91;1
132100111 ; Remuneração de Depósitos Bancários - Principal;31/12/2021;BANCO DO BRASIL SA;0.25;1
171803111 ; Transferência de Recursos do SUS ? Atenção Básica - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;4044.82;1
171803111 ; Transferência de Recursos do SUS ? Atenção Básica - Principal;31/12/2021;CAIXA ECONOMICA FEDERAL;14000.00;1
171803911 ; Transferência de Recursos do SUS ? Outros Programas Financiados por Transferências Fundo a Fundo - Principal;09/12/2021;CAIXA ECONOMICA FEDERAL;200000.00;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;31/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;30/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;30/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;27/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;506.25;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;506.25;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;1848.59;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;1848.59;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;4692.24;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;1226.84;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;1226.84;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;4346.92;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;22/12/2021;BANCO DO BRASIL SA;4346.92;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;07/12/2021;BANCO DO BRASIL SA;361.46;1
241805111 ; Transferências de Recursos Destinados a Programas de Educação - Principal;07/12/2021;BANCO DO BRASIL SA;361.46;1
