CODIGO;RECEITA;DATA;FORNECEDOR;VALOR;TIPO
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.12;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;178.27;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;356.78;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;3.57;1
241499011 ; Outras Transferências de Convênios da União e de Suas Entidades - Principal;30/12/2022;BANCO DO BRASIL SA;0.01;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;1.52;1
241250111 ; Transferências para o Programa de Apoio ao Transporte Escolar para Educação Básica - CAMINHO DA ESCOLA - Principal;30/12/2022;BANCO DO BRASIL SA;0.01;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;32.1;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;6893.54;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;2.87;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;412.55;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.63;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;1.46;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;6;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;69.96;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;2.65;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.01;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;4.85;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;09/12/2022;ENERGISA PARAIBA DIST. DE ENEGIA SA;2587.88;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;7.94;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;09/12/2022;ENERGISA PARAIBA DIST. DE ENEGIA SA;27689.10;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;2.09;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.21;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;15.51;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;24.46;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;16.78;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;2.97;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;24.64;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;24.88;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;2.56;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;9.21;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;32.84;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;9.22;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;5.14;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.42;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;1053.35;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;261.83;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;559.89;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;1003.36;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.19;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;15/12/2022;CAIXA ECONOMICA FEDERAL;758.97;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;13/12/2022;CAIXA ECONOMICA FEDERAL;116.77;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;1088.54;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.65;1
192299011 ; Outras Restituições - Principal;30/12/2022;BANCO DO BRASIL SA;9.47;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;0.64;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;17.64;1
192299011 ; Outras Restituições - Principal;16/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;1662.48;1
192299011 ; Outras Restituições - Principal;15/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;596;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;23/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;2463.21;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;26/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;243;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;21/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;124;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;09/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;776.76;1
111303111 ; Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;29/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRAS;100000.00;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;CAIXA ECONOMICA FEDERAL;14311.29;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;FUNDO MUNICIPAL DE SAUDE DE CAJAZEIRINHAS;11265.36;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;CAIXA ECONOMICA FEDERAL;2862.26;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;CAIXA ECONOMICA FEDERAL;4348.08;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;CAIXA ECONOMICA FEDERAL;3532.24;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;CAIXA ECONOMICA FEDERAL;182.52;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;541.17;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;1750.05;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;1750.05;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;541.17;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;1750.05;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;980.47;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;CAIXA ECONOMICA FEDERAL;980.47;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;CAIXA ECONOMICA FEDERAL;7677.09;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;CAIXA ECONOMICA FEDERAL;163.48;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;30/12/2022;BANCO DO BRASIL S.A;49306.01;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;29/12/2022;BANCO DO BRASIL S.A;7918.80;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;28/12/2022;BANCO DO BRASIL S.A;13161.09;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;1237.48;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;210.89;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;1237.43;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;1484.95;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;161.2;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;4.69;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;49.35;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;35.24;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;682.51;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;1743.31;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;58.4;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;0.63;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;15.83;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;161.2;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;11.23;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;9.37;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;87.58;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;242.33;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;816.09;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;2015.45;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;BANCO DO BRASIL S.A;287.6;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;BANCO DO BRASIL S.A;267.31;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;BANCO DO BRASIL S.A;86.4;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;29/12/2022;BANCO DO BRASIL S.A;154.02;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;30/12/2022;BANCO DO BRASIL S.A;435.02;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;BANCO DO BRASIL S.A;12.39;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;BANCO DO BRASIL S.A;1699.49;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;BANCO DO BRASIL S.A;3183.35;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;28/12/2022;BANCO DO BRASIL S.A;7.86;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;27/12/2022;BANCO DO BRASIL S.A;130.17;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;BANCO DO BRASIL S.A;159.66;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;MINISTERIO DO DESENVOLVIMENTO REGIONAL;945.94;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;MINISTERIO DO DESENVOLVIMENTO REGIONAL;2207.20;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;MINISTERIO DO DESENVOLVIMENTO REGIONAL;1197.88;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;MINISTERIO DO DESENVOLVIMENTO REGIONAL;131665.18;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;BANCO DO BRASIL S.A;2795.04;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;23/12/2022;BANCO DO BRASIL S.A;176.04;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;23/12/2022;BANCO DO BRASIL S.A;180;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;23/12/2022;BANCO DO BRASIL S.A;3907.85;1
132101011 ; Remuneração de Depósitos Bancários - Principal;30/12/2022;BANCO DO BRASIL SA;1459.50;1
172151011 ; Cota-Parte do IPVA - Principal;30/12/2022;BANCO DO BRASIL S.A;16653.64;1
172151011 ; Cota-Parte do IPVA - Principal;29/12/2022;BANCO DO BRASIL S.A;11412.56;1
172151011 ; Cota-Parte do IPVA - Principal;28/12/2022;BANCO DO BRASIL S.A;18991.46;1
172151011 ; Cota-Parte do IPVA - Principal;27/12/2022;BANCO DO BRASIL S.A;16364.30;1
172151011 ; Cota-Parte do IPVA - Principal;26/12/2022;BANCO DO BRASIL S.A;12192.95;1
175150011 ; Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da ;29/12/2022;BANCO DO BRASIL S.A;574840.62;1
171152011 ; Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal;29/12/2022;BANCO DO BRASIL S.A;8.61;1
171152013 ; Dedução do Fundeb de Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal;29/12/2022;BANCO DO BRASIL S.A;-1.72;1
171151113 ; Dedução do Fundeb de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;29/12/2022;BANCO DO BRASIL S.A;-284417.98;1
171151111 ; Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;29/12/2022;BANCO DO BRASIL S.A;1347297.71;1
171151111 ; Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;29/12/2022;BANCO DO BRASIL S.A;74792.21;1
124150011 ; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal;15/12/2022;ENERGISA PARAIBA DIST. DE ENEGIA SA;185150.30;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;29/12/2022;CAIXA ECONOMICA FEDERAL;204.86;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;28/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
171999011 ; Outras Transferências de Recursos da União e de suas Entidades - Principal;30/12/2022;BANCO DO BRASIL S.A;5758.88;1
171999011 ; Outras Transferências de Recursos da União e de suas Entidades - Principal;29/12/2022;BANCO DO BRASIL S.A;574.91;1
171999011 ; Outras Transferências de Recursos da União e de suas Entidades - Principal;28/12/2022;BANCO DO BRASIL S.A;6712.67;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MELO E MARTINS COMERCIO VAREJISTA DE ALIMENTOS LTDA;18.85;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MELO E MARTINS COMERCIO VAREJISTA DE ALIMENTOS LTDA;128.66;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MELO E MARTINS COMERCIO VAREJISTA DE ALIMENTOS LTDA;9.01;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MELO E MARTINS COMERCIO VAREJISTA DE ALIMENTOS LTDA;36.71;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MELO E MARTINS COMERCIO VAREJISTA DE ALIMENTOS LTDA;60.29;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;5.4;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;76.8;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;17.92;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;48.64;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;179.2;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;43.52;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;161.28;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;10.24;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;MANOEL ALCINDO DE ANDRADE;8.56;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;FERREIRA E BRITO LOCAÇÕES DE AUTOMÓVEIS, MÁQUINAS;391;1
111303111 ; Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;29/12/2022;42-SEC. EDUC/EDUC. INFANTIL I - FUNDEB - EFETIVOS;91185.57;1
111303111 ; Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;29/12/2022;36-SEC. EDU./ MERENDEIRAS - MDE - EFETIVOS;17.29;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;CONSTRUPAV CONSTRUTORA LTDA;417.64;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;VALZIMAR GOMES DE SOUZA;30.76;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;VALZIMAR GOMES DE SOUZA;63.16;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;VALZIMAR GOMES DE SOUZA;50.65;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;J. V. COMERCIO DE DERIVADOS DE PETROLEO LTDA;174.22;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;CAIXA ECONOMICA FEDERAL;758.97;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;22/12/2022;CAIXA ECONOMICA FEDERAL;54.49;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;20/12/2022;CAIXA ECONOMICA FEDERAL;2518.42;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;27/12/2022;CAIXA ECONOMICA FEDERAL;3874.55;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;CAIXA ECONOMICA FEDERAL;592.8;1
111451111 ; Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;26/12/2022;CAIXA ECONOMICA FEDERAL;1161.19;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;28/12/2022;BANCO DO BRASIL S.A;13161.09;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;27/12/2022;BANCO DO BRASIL S.A;10984.04;1
111250011 ; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;26/12/2022;BANCO DO BRASIL S.A;31838.98;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;27/12/2022;CAIXA ECONOMICA FEDERAL;104.75;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;27/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;27/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;26/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;26/12/2022;CAIXA ECONOMICA FEDERAL;371.52;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;23/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;22/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
231106011 ; Amortização de Empréstimos Contratuais - Principal;21/12/2022;CAIXA ECONOMICA FEDERAL;102.43;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;29/12/2022;COLINAS CONSTRUÇÕES TRANSPORTES E SERVIÇOS EIRELI;2048.68;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;C RENATO M DA SILVA;84;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;VALZIMAR GOMES DE SOUZA;106.74;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;MARIA IRIANA COURA U. PORDEUS;1578.16;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;26/12/2022;GILDERLANE FERREIRA DA SILVA;108;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;LIDER SERVICOS, LOCACOES E EMPREENDIMENTOS EIRELI;740;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;ROBENILSON FIRMINO DA SILVA;48.5;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;ROBENILSON FIRMINO DA SILVA;123.27;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;ROBENILSON FIRMINO DA SILVA;16.93;1
122199111 ; Outras Contribuições Econômicas ? Não Arrecadadas e Não Projetadas pela RFB - Principal;27/12/2022;ROBENILSON FIRMINO DA SILVA;157.13;1
