DATA;CODIGO ORGAO;ORGAO;CODIGO DESPESA;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO;TIPO
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;213347.10;213347.10;213347.10;0;1
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;68100.46;68100.46;68100.46;0;1
29/12/2022;02150; Secretaria Municipal de Comunicação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;3950.85;3950.85;3950.85;0;1
29/12/2022;02080; Secretaria Municipal de Políticas Públicas;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;2157.36;2157.36;2157.36;0;1
29/12/2022;02190; Secretaria Municipal de Meio Ambiente;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;21572.31;21572.31;21572.31;0;1
29/12/2022;02180; Secretaria Municipal de Políticas Públicas para as Mulheres;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;1212.00;1212.00;1212.00;0;1
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;21697.67;21697.67;21697.67;0;1
29/12/2022;02060; Secretaria Municipal de Controle Social;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;28867.82;28867.82;28867.82;0;1
29/12/2022;02110; Secretaria Municipal de Juventude e Esporte;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;8000.00;8000.00;8000.00;0;1
29/12/2022;02020; Procuradoria Geral do Município;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;39976.60;39976.60;39976.60;0;1
29/12/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;09/01/2023;7061.56;7061.56;7061.56;0;1
29/12/2022;02090; Secretaria Municipal de Educação;339093 ; Indenizações e Restituições;09/01/2023;10726.34;10726.34;10726.34;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;142.08;142.08;142.08;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;191.48;191.48;191.48;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;191.48;191.48;191.48;0;1
29/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339014 ; Diárias - Civil;09/01/2023;150;150;150;0;1
29/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339014 ; Diárias - Civil;09/01/2023;150;150;150;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;339047 ; Obrigações Tributárias e Contributivas;09/01/2023;0.06;0.06;0.06;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;339047 ; Obrigações Tributárias e Contributivas;09/01/2023;14220.89;14220.89;14220.89;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;469071 ; Principal da Dívida Contratual Resgatado;09/01/2023;10726.34;10726.34;10726.34;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;469071 ; Principal da Dívida Contratual Resgatado;09/01/2023;16265.07;16265.07;16265.07;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;928;928;928;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;2064.00;2064.00;2064.00;0;1
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;713529.94;713529.94;713529.94;0;1
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;7757.68;7757.68;7757.68;0;1
29/12/2022;02090; Secretaria Municipal de Educação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;57568.17;57568.17;57568.17;0;1
29/12/2022;02030; Secretaria Municipal de Administração;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;1680.00;1680.00;1680.00;0;1
29/12/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;319004 ; Contratação por Tempo Determinado;29/12/2022;1212.00;1212.00;1212.00;0;1
29/12/2022;02150; Secretaria Municipal de Comunicação;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;21635.92;21635.92;21635.92;0;1
29/12/2022;02080; Secretaria Municipal de Políticas Públicas;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;19491.22;19491.22;19491.22;0;1
29/12/2022;02190; Secretaria Municipal de Meio Ambiente;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;10324.00;10324.00;10324.00;0;1
29/12/2022;02180; Secretaria Municipal de Políticas Públicas para as Mulheres;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;28510.66;28510.66;28510.66;0;1
29/12/2022;02170; Secretaria Municipal de Cultura e Turismo;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;17112.00;17112.00;17112.00;0;1
29/12/2022;02110; Secretaria Municipal de Juventude e Esporte;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;10236.00;10236.00;10236.00;0;1
29/12/2022;02060; Secretaria Municipal de Controle Social;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;15195.00;15195.00;15195.00;0;1
29/12/2022;02010; Secretaria de Governo e Articulação Política;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;46270.00;46270.00;46270.00;0;1
29/12/2022;02020; Procuradoria Geral do Município;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;19000.00;19000.00;19000.00;0;1
29/12/2022;02120; Secretaria Municipal do Desenvolvimento Rural e Recursos Hídricos;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;24602.18;24602.18;24602.18;0;1
29/12/2022;02070; Secretaria Municipal de Infra-Estrutura;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;34014.46;34014.46;34014.46;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;319004 ; Contratação por Tempo Determinado;29/12/2022;2604.13;2604.13;2604.13;0;1
29/12/2022;02040; Secretaria Municipal da Fazenda Pública;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;42217.92;42217.92;42217.92;0;1
29/12/2022;02030; Secretaria Municipal de Administração;319004 ; Contratação por Tempo Determinado;29/12/2022;1212.00;1212.00;1212.00;0;1
29/12/2022;02030; Secretaria Municipal de Administração;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;42829.56;42829.56;42829.56;0;1
29/12/2022;02050; Secretaria Municipal de Planejamento;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;37410.76;37410.76;37410.76;0;1
29/12/2022;02070; Secretaria Municipal de Infra-Estrutura;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;170640.26;170640.26;170640.26;0;1
29/12/2022;02030; Secretaria Municipal de Administração;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;87357.43;87357.43;87357.43;0;1
29/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339092 ; Despesas de Exercícios Anteriores;29/12/2022;159.38;159.38;159.38;0;1
29/12/2022;02050; Secretaria Municipal de Planejamento;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;42522.99;42522.99;42522.99;0;1
29/12/2022;02010; Secretaria de Governo e Articulação Política;319011 ; Vencimentos e Vantagens Fixas - Pessoal Civil;29/12/2022;52322.24;52322.24;52322.24;0;1
28/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;09/01/2023;300;300;300;0;1
28/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;09/01/2023;300;300;300;0;1
28/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339014 ; Diárias - Civil;29/12/2022;150;150;150;0;1
28/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339014 ; Diárias - Civil;29/12/2022;230;230;230;0;1
28/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339014 ; Diárias - Civil;29/12/2022;260;260;260;0;1
28/12/2022;02180; Secretaria Municipal de Políticas Públicas para as Mulheres;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;19200.00;0;0;19200.00;1
28/12/2022;02090; Secretaria Municipal de Educação;449052 ; Equipamentos e Material Permanente;29/12/2022;3000.00;0;0;3000.00;1
27/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;320;320;0;320;1
27/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;4540.00;0;0;4540.00;1
27/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;10440.00;0;0;10440.00;1
27/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;1520.00;0;0;1520.00;1
27/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;14980.00;0;0;14980.00;1
27/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;09/01/2023;400;400;400;0;1
27/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;09/01/2023;250;250;250;0;1
27/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;386.85;386.85;386.85;0;1
27/12/2022;02040; Secretaria Municipal da Fazenda Pública;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;1000.00;310.45;310.45;689.55;1
27/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;67917.46;67917.46;67917.46;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;60414.29;60414.29;60414.29;0;1
27/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;130.16;130.16;130.16;0;1
27/12/2022;02170; Secretaria Municipal de Cultura e Turismo;335041 ; Contribuições;29/12/2022;15000.00;2600.00;2600.00;12400.00;1
27/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;4905.00;4905.00;4905.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;1590.00;1590.00;1590.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;2565.00;2565.00;2565.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;5510.00;5510.00;5510.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3744.00;3744.00;3744.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3084.00;3084.00;3084.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3491.00;3491.00;3491.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3452.00;3452.00;3452.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3292.00;3292.00;3292.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3258.00;3258.00;3258.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3172.00;3172.00;3172.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;2063.00;2063.00;2063.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3060.00;3060.00;3060.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3349.00;3349.00;3349.00;0;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;3629.00;3629.00;3629.00;0;1
27/12/2022;02020; Procuradoria Geral do Município;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;350;0;0;350;1
27/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;29/12/2022;1477.35;1477.35;1477.35;0;1
26/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2022;322.87;322.87;322.87;0;1
26/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2022;320.9;320.9;320.9;0;1
26/12/2022;02040; Secretaria Municipal da Fazenda Pública;469071 ; Principal da Dívida Contratual Resgatado;09/01/2023;10028.96;10028.96;10028.96;0;1
26/12/2022;02040; Secretaria Municipal da Fazenda Pública;469071 ; Principal da Dívida Contratual Resgatado;09/01/2023;66751.42;66751.42;66751.42;0;1
26/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;09/01/2023;5481.16;5481.16;5481.16;0;1
26/12/2022;02050; Secretaria Municipal de Planejamento;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;29/12/2022;3995.00;0;3995.00;0;1
26/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;29/12/2022;900;900;900;0;1
26/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339036 ; Outros Serviços de Terceiros - Pessoa Física;27/12/2022;4000.00;4000.00;4000.00;0;1
26/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2022;57565.60;57565.60;57565.60;0;1
26/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;27/12/2022;102434.40;102434.40;102434.40;0;1
26/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;3000.10;3000.10;3000.10;0;1
26/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;664.2;664.2;664.2;0;1
26/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1005.96;1005.96;1005.96;0;1
23/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;319013 ; Obrigações Patronais;27/12/2022;31237.19;31237.19;31237.19;0;1
23/12/2022;02090; Secretaria Municipal de Educação;319013 ; Obrigações Patronais;27/12/2022;39712.23;39712.23;39712.23;0;1
23/12/2022;02030; Secretaria Municipal de Administração;319013 ; Obrigações Patronais;27/12/2022;75133.44;75133.44;75133.44;0;1
23/12/2022;02180; Secretaria Municipal de Políticas Públicas para as Mulheres;339036 ; Outros Serviços de Terceiros - Pessoa Física;27/12/2022;5400.00;5400.00;5400.00;0;1
23/12/2022;02040; Secretaria Municipal da Fazenda Pública;339047 ; Obrigações Tributárias e Contributivas;27/12/2022;79564.04;79564.04;79564.04;0;1
23/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;27/12/2022;300;300;300;0;1
23/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;27/12/2022;300;300;300;0;1
23/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;27/12/2022;350;350;350;0;1
23/12/2022;02160; Secretaria Municipal de Desenvolvimento Humano;339048 ; Outros Auxílios Financeiros a Pessoas Físicas;27/12/2022;300;300;300;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1355.00;1355.00;1355.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;5448.00;5448.00;5448.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;2019.00;2019.00;2019.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;2141.00;2141.00;2141.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;6810.00;6810.00;6810.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1474.00;1474.00;1474.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;7984.00;7984.00;7984.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;655;655;655;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1380.00;1380.00;1380.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;640;640;640;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1114.00;1114.00;1114.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;2350.00;2350.00;2350.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1354.00;1354.00;1354.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1910.00;1910.00;1910.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;27/12/2022;1816.00;1816.00;1816.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;871;871;871;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;954;954;954;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;1589.00;1589.00;1589.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;2609.00;2609.00;2609.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;2020.00;2020.00;2020.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;1005.00;1005.00;1005.00;0;1
23/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;37000.00;37000.00;37000.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;25044.30;25044.30;0;25044.30;1
23/12/2022;02090; Secretaria Municipal de Educação;339030 ; Material de Consumo;23/12/2022;7316.30;7316.30;7316.30;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2295.83;2295.83;2295.83;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3528.33;3528.33;3528.33;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;4180.83;4180.83;4180.83;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2271.67;2271.67;2271.67;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3069.17;3069.17;3069.17;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;1981.67;1981.67;1981.67;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3020.83;3020.83;3020.83;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2368.33;2368.33;2368.33;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;700.83;700.83;700.83;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3552.50;3552.50;3552.50;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3238.33;3238.33;3238.33;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3045.00;3045.00;3045.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;1764.17;1764.17;1764.17;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3117.50;3117.50;3117.50;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2851.67;2851.67;2851.67;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2513.33;2513.33;2513.33;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;2948.33;2948.33;2948.33;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3649.17;3649.17;3649.17;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;1015.00;1015.00;1015.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;1015.00;1015.00;1015.00;0;1
23/12/2022;02090; Secretaria Municipal de Educação;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;3141.67;3141.67;3141.67;0;1
22/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;233.32;233.32;233.32;0;1
22/12/2022;02140; Fundo Municipal de Assistência Social;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;391.8;391.8;391.8;0;1
22/12/2022;02140; Fundo Municipal de Assistência Social;339036 ; Outros Serviços de Terceiros - Pessoa Física;27/12/2022;1200.00;1200.00;1200.00;0;1
22/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;19799.00;19779.00;19779.00;20;1
22/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;100320.00;100320.00;100320.00;0;1
22/12/2022;02070; Secretaria Municipal de Infra-Estrutura;339039 ; Outros Serviços de Terceiros - Pessoa Jurídica;23/12/2022;27948.70;27948.70;27948.40;0.3;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
22/12/2022;02170; Secretaria Municipal de Cultura e Turismo;339018 ; Auxílio Financeiro a Estudantes;23/12/2022;800;800;800;0;1
