NUMERO;DATA;ORGAO;DESPESA;DATA INCLUSAO;VALOR;LIQUIDADO;PAGO;SALDO
712;21/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/12/2022;3.100,00;3.100,00;3.100,00;0
711;21/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/12/2022;258,14;258,14;258,14;0
710;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;21/12/2022;3.000,00;3.000,00;3.000,00;0
709;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;21/12/2022;5.000,00;5.000,00;5.000,00;0
708;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;21/12/2022;6.329,68;6.329,68;6.329,68;0
707;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;21/12/2022;4.797,52;4.797,52;4.797,52;0
706;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;21/12/2022;655;655;655;0
705;20/12/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;21/12/2022;34.874,09;34.874,09;34.874,09;0
704;13/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;14/12/2022;3.100,00;3.100,00;3.100,00;0
703;13/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;14/12/2022;8.415,68;8.415,68;8.415,68;0
702;13/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;14/12/2022;1.450,00;1.450,00;1.450,00;0
701;12/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;12.456,56;12.456,56;0;12.456,56
700;12/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339014 - Diárias - Civil;13/12/2022;520;520;520;0
699;12/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/12/2022;31.735,60;31.735,60;31.735,60;0
698;09/12/2022;02011 - Superintendência Cajazeirense de Trânsito;319113 - Contribuições Patronais;12/12/2022;54.085,11;54.085,11;54.085,11;0
697;07/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;12/12/2022;3.500,00;3.500,00;3.500,00;0
696;06/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;07/12/2022;20.200,00;20.200,00;20.200,00;0
695;06/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;07/12/2022;570;570;570;0
694;05/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339035 - Serviços de Consultoria;06/12/2022;2.500,00;2.500,00;2.500,00;0
693;02/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;06/12/2022;18.300,00;18.300,00;0;18.300,00
692;02/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;05/12/2022;22.239,25;22.239,25;22.239,25;0
691;02/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;05/12/2022;25.009,00;25.009,00;25.009,00;0
690;01/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;02/12/2022;6.396,96;6.396,96;6.396,96;0
689;01/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;02/12/2022;26,14;26,14;26,14;0
688;01/12/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;02/12/2022;44,09;44,09;44,09;0
726;30/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;27/12/2022;34.874,09;34.874,09;34.874,09;0
687;30/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;01/12/2022;350;350;350;0
686;30/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/12/2022;1.000,00;1.000,00;1.000,00;0
685;30/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;01/12/2022;30.141,73;30.141,73;30.141,73;0
684;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339093 - Indenizações e Restituições;07/12/2022;1.650,00;1.650,00;1.650,00;0
683;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/11/2022;880,56;880,56;880,56;0
682;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/11/2022;1.207,55;1.207,55;1.207,55;0
681;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/11/2022;1.146,37;1.146,37;1.146,37;0
680;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/11/2022;15.598,70;15.598,70;15.598,70;0
679;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/11/2022;1.000,00;1.000,00;1.000,00;0
678;29/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;30/11/2022;47.831,17;47.831,17;47.831,17;0
677;24/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;25/11/2022;89.089,34;89.089,34;89.089,34;0
676;24/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;25/11/2022;34.874,03;0;0;0
675;24/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;25/11/2022;7.500,00;7.500,00;7.500,00;0
674;22/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;23/11/2022;8.039,33;8.039,33;8.039,33;0
673;22/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;23/11/2022;50;50;50;0
672;22/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;23/11/2022;770;770;770;0
671;21/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;3.000,00;3.000,00;3.000,00;0
670;21/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;8.043,00;8.043,00;8.043,00;0
669;21/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;22/11/2022;350;350;350;0
668;21/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;22/11/2022;9.500,00;9.500,00;9.500,00;0
667;21/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;22/11/2022;2.600,00;2.600,00;2.600,00;0
666;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;21/11/2022;5.000,00;5.000,00;5.000,00;0
665;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;21/11/2022;5.005,90;5.005,90;5.005,90;0
664;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;21/11/2022;6.007,10;6.007,10;6.007,10;0
663;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;21/11/2022;5.785,30;5.785,30;5.785,30;0
662;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;21/11/2022;5.899,80;5.899,80;5.899,80;0
661;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339014 - Diárias - Civil;21/11/2022;1.545,00;1.545,00;1.545,00;0
660;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;21/11/2022;4.771,65;4.771,65;4.771,65;0
659;18/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;21/11/2022;1.270,00;1.270,00;1.270,00;0
658;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;646;646;646;0
657;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;640;640;640;0
656;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;370;370;370;0
655;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;6.900,00;6.900,00;6.900,00;0
654;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;5.840,00;5.840,00;5.840,00;0
653;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;18/11/2022;1.000,00;1.000,00;1.000,00;0
652;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;1.450,00;1.450,00;1.450,00;0
651;17/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/11/2022;8.000,00;8.000,00;8.000,00;0
650;16/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;12.456,56;12.456,56;0;12.456,56
649;16/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;17/11/2022;3.500,00;3.500,00;3.500,00;0
648;11/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;16/11/2022;1.636,00;1.636,00;1.636,00;0
647;11/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;1.900,00;1.900,00;1.900,00;0
646;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;16/11/2022;5.955,00;5.955,00;4.497,00;1.458,00
645;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;16/11/2022;918;918;918;0
644;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;16/11/2022;8.542,00;8.542,00;0;8.542,00
643;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;620;620;620;0
642;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;18.300,00;18.300,00;18.300,00;0
641;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;800;800;800;0
640;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;149,26;149,26;149,26;0
639;10/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;16/11/2022;100;100;100;0
638;09/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;10/11/2022;850;850;850;0
637;09/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;10/11/2022;10.000,00;10.000,00;10.000,00;0
636;09/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;10/11/2022;9.000,00;9.000,00;0;9.000,00
635;09/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;10/11/2022;299,5;299,5;299,5;0
634;09/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;10/11/2022;3.100,00;3.100,00;3.100,00;0
633;08/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;09/11/2022;498;498;498;0
632;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;08/11/2022;950;950;950;0
631;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339035 - Serviços de Consultoria;08/11/2022;2.500,00;2.500,00;2.500,00;0
630;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;08/11/2022;1.000,00;1.000,00;1.000,00;0
629;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;08/11/2022;3.100,00;3.100,00;3.100,00;0
628;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;08/11/2022;3.100,00;3.100,00;3.100,00;0
627;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339093 - Indenizações e Restituições;08/11/2022;2.125,00;2.125,00;2.125,00;0
626;07/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;08/11/2022;10.921,00;0;0;0
625;03/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/11/2022;6.396,96;6.396,96;6.396,96;0
624;01/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/11/2022;18.300,00;18.300,00;0;18.300,00
623;01/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/11/2022;100;100;100;0
622;01/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;07/11/2022;105;105;105;0
621;01/11/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;07/11/2022;5.000,00;5.000,00;5.000,00;0
620;01/11/2022;02011 - Superintendência Cajazeirense de Trânsito;469171 - Principal da Dívida Contratual Resgatada;07/11/2022;890,63;890,63;890,63;0
619;31/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319113 - Contribuições Patronais;01/11/2022;1.241,95;1.241,95;1.241,95;0
618;28/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319113 - Contribuições Patronais;01/11/2022;36.115,30;36.115,30;36.115,30;0
617;28/10/2022;02011 - Superintendência Cajazeirense de Trânsito;469071 - Principal da Dívida Contratual Resgatado;01/11/2022;1.210,34;1.210,34;1.210,34;0
616;28/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;01/11/2022;1.275,36;1.275,36;1.275,36;0
615;27/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;28/10/2022;93.104,68;93.104,68;93.104,68;0
614;27/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319011 - Vencimentos e Vantagens Fixas - Pessoal Civil;28/10/2022;36.744,32;36.744,32;36.744,32;0
613;26/10/2022;02011 - Superintendência Cajazeirense de Trânsito;469071 - Principal da Dívida Contratual Resgatado;27/10/2022;540,43;540,43;540,43;0
612;26/10/2022;02011 - Superintendência Cajazeirense de Trânsito;469071 - Principal da Dívida Contratual Resgatado;27/10/2022;540,43;540,43;540,43;0
611;25/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;26/10/2022;1.579,00;1.579,00;1.579,00;0
610;25/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;26/10/2022;18.704,84;18.704,84;18.704,84;0
609;25/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;26/10/2022;3.000,00;3.000,00;3.000,00;0
608;25/10/2022;02011 - Superintendência Cajazeirense de Trânsito;469171 - Principal da Dívida Contratual Resgatada;26/10/2022;1.815,82;1.815,82;1.815,82;0
607;24/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;26/10/2022;500;500;500;0
606;24/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;26/10/2022;176,48;176,48;176,48;0
605;24/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;26/10/2022;2.600,00;2.600,00;2.600,00;0
604;24/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;26/10/2022;1.830,00;1.830,00;1.830,00;0
603;21/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;24/10/2022;2.430,00;2.430,00;2.430,00;0
602;21/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;24/10/2022;5.000,00;5.000,00;5.000,00;0
601;21/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;24/10/2022;1.200,00;1.200,00;1.200,00;0
600;20/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339014 - Diárias - Civil;21/10/2022;640;640;640;0
599;20/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;21/10/2022;1.520,00;1.520,00;1.520,00;0
598;20/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;21/10/2022;6.000,00;6.000,00;6.000,00;0
597;20/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;21/10/2022;4.771,65;4.771,65;4.771,65;0
596;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;20/10/2022;6.369,96;6.369,96;6.369,96;0
595;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;20/10/2022;370;370;370;0
594;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;20/10/2022;665;665;665;0
593;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;20/10/2022;9.500,00;9.500,00;9.500,00;0
592;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;20/10/2022;120;120;120;0
591;19/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;20/10/2022;1.767,00;1.767,00;1.767,00;0
590;17/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;18/10/2022;1.900,00;1.900,00;1.900,00;0
589;17/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;18/10/2022;1.450,00;1.450,00;1.450,00;0
588;13/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;17/10/2022;1.050,00;1.050,00;1.050,00;0
587;13/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339035 - Serviços de Consultoria;17/10/2022;2.500,00;2.500,00;2.500,00;0
586;11/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;13/10/2022;438;438;438;0
585;10/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/10/2022;5.600,00;5.600,00;5.600,00;0
584;10/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/10/2022;3.100,00;3.100,00;3.100,00;0
583;10/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/10/2022;3.500,00;3.500,00;3.500,00;0
582;10/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;13/10/2022;11.418,51;11.418,51;0;11.418,51
581;07/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339014 - Diárias - Civil;10/10/2022;460;460;460;0
580;07/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;10/10/2022;535;535;535;0
579;07/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;10/10/2022;11.035,15;11.035,15;11.035,15;0
578;06/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;07/10/2022;1.900,00;1.900,00;1.900,00;0
577;06/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;07/10/2022;444,31;444,31;444,31;0
576;06/10/2022;02011 - Superintendência Cajazeirense de Trânsito;319013 - Obrigações Patronais;07/10/2022;4.994,67;4.994,67;4.994,67;0
575;06/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;07/10/2022;530;530;530;0
574;05/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;06/10/2022;6.396,96;6.396,96;6.396,96;0
573;04/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;05/10/2022;450;450;450;0
572;04/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339014 - Diárias - Civil;05/10/2022;2.060,00;2.060,00;2.060,00;0
571;04/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;05/10/2022;4.618,00;4.618,00;4.618,00;0
570;03/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/10/2022;1.375,00;1.375,00;1.375,00;0
569;03/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;05/10/2022;1.825,00;1.825,00;1.825,00;0
568;03/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;05/10/2022;1.400,00;1.400,00;1.400,00;0
567;03/10/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;05/10/2022;18.300,00;18.300,00;18.300,00;0
566;30/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;03/10/2022;1.000,00;1.000,00;1.000,00;0
565;29/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;30/09/2022;3.264,55;3.264,55;3.264,55;0
564;28/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;29/09/2022;2.386,00;2.386,00;2.386,00;0
563;28/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339030 - Material de Consumo;29/09/2022;156;156;156;0
562;28/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339036 - Outros Serviços de Terceiros - Pessoa Física;29/09/2022;350;350;350;0
561;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;520;520;520;0
560;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;80,66;80,66;80,66;0
559;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;186,44;186,44;186,44;0
558;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;1.175,95;1.175,95;1.175,95;0
557;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;62.804,20;62.804,20;62.804,20;0
556;27/09/2022;02011 - Superintendência Cajazeirense de Trânsito;339039 - Outros Serviços de Terceiros - Pessoa Jurídica;28/09/2022;3.100,00;3.100,00;3.100,00;0
